key,character,ability,kind,cost,uses,winRateWhenUsed,avgDamage,avgHealing,avgStatus,avgKills,avgValue,deathRateAfterUse,usedWhenBehind
"paleya:mass","Paleya","Mass Suggestion","frontHypno","1","4879","53.7","0","0","1.84","0","1.19","0","2124"
"kahro:mark","Kahro","Shadow Mark","multiStatus","1","4709","61.8","0","0","1.72","0","1.11","0","2578"
"hope:strike","Hope","Hopeful Strike","attack","1","498","68.1","0.78","0","0","0","0.79","0","189"
"zahria:mist","Zahria","Blood Mist","rowBleedAmplify","1","6675","42.6","0","0","1.03","0","0.67","0","4133"
"smithen:pin","Smithen","Frost Pin","whiteout","1","2935","48.7","0","0","0.94","0","0.61","0","1753"
"hyafrost:frostbite","Hyafrost","Frostbite","whiteout","1","5559","46.5","0","0","0.89","0","0.58","0","2503"
"yaura:ward","Yaura","Blood Ward","bloodWard","1","7490","32","0","0","0.88","0","0.57","3.1","4897"
"paleya:mesmer","Paleya","Mesmerize","status","1","1229","50.8","0","0","0.8","0","0.52","0","427"
"kahro:vanish","Kahro","Vanish","dodge","1","1454","49.8","0","0","0","0","0","0","900"
"poom:guard","Poom","Mesmeric Taunt","poomMassGuardMind","1","2097","44","0","0","0","0","0","0","985"
"dravain:protect","Dravain","Protect Ally","protect","1","10354","44.8","0","0","0","0","0","0","5413"
"eva:mist","Lady Eva","Mist Step","dodge","1","2575","35.8","0","0","0","0","0","0","1872"
"yaura:bolt","Yaura","Blood Infusion","empowerNextAttack","1","4808","38.5","0","0","0","0","0","0","2671"
"kku:guard","K'ku","Ice Guard","selfCounter","1","3918","29.4","0","0","0","0","0","0","2394"
"paleya:mirror","Paleya","Mirror Guard","hypnosisCancelPayoff","1","1385","46.9","0","0","0","0","0","0","661"
"maoja:hands","Maoja","Poison Hands","utility","1","1153","54.6","0","0","0","0","0","0","407"
"hope:judgement","Hope","Delayed Judgement","delayedAttack","2","3049","64","0","0","0","0","0","0","1151"
"hope:shield","Hope","Blessing Shield","grantShield","1","12807","50.5","0","0","0","0","0","0","6782"
"smithen:flash","Smithen","Whiteout Step","dodge","1","1977","38.6","0","0","0","0","0","0","1374"
"bakub:future","Bakub","False Future","dodge","1","1904","45.4","0","0","0","0","0","0","1237"
"hyafrost:armor","Hyafrost","Frost Armor","frostArmorRetaliate","1","185","58.4","0","0","0","0","0","0","43"
